StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1,Q3.1,Q3.2,Q3.3,Q3.4,Q4.2,Q4.3,Q4.4,Q4.5_1,Q4.7,Q4.8,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q7.1_1,Q7.2_1,Q7.3_1,Q7.4,Q7.5,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q392_First Click,Q392_Last Click,Q392_Page Submit,Q392_Click Count,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q371_First Click,Q371_Last Click,Q371_Page Submit,Q371_Click Count,Q393_First Click,Q393_Last Click,Q393_Page Submit,Q393_Click Count,Q374_1,Q375_1,Q376_1,Q377_1,Q378_1,Q379_1,Q380_1,Q380_2,Q380_3,Q380_4,Q380_5,Q380_6,Q382_First Click,Q382_Last Click,Q382_Page Submit,Q382_Click Count,Q410_First Click,Q410_Last Click,Q410_Page Submit,Q410_Click Count,Q385_1,Q386_1,Q387_1,Q388_1,Q389_1,Q390_1,Q391_1,Q391_2,Q391_3,Q391_4,Q391_5,Q391_6,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q11,Q12,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q14#1_1,Q14#1_2,Q14#1_3,Q14#1_4,Q14#1_5,Q14#1_6,Q14#1_7,Q14#1_8,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,NPS.2,NPS.3,NPS.4,NPS.5_NPS_GROUP,NPS.5,NPS.6,PROLIFIC_PID
2025-07-28 10:01:15,2025-07-28 10:52:19,IP Address,216.120.189.221,100,3063,True,2025-07-28 10:52:19,R_8PN8f6JsGOTrttr,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,67895b7d6400163124042af7,Desktop,Other,English,25 to 44,Female,Bachelor's degree,United Kingdom,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",6,5,5,5,6,6,4,Once a week,10,"social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8.571,0,1312.477,1312.477,1575.798,1,5,3,6,2,3,2,7,6,3,7,6,6,0,0,100.281,0,3,4,3,4,4,5,I had to read the article properly before making any decision even though i had prio knowledge on the matter..I had to think critical so I don't speak from a place of emotion or bias,6,6,3,7,6,6,No,In some aspect it lean into propagandist especially from the russian side.,59.276,661.947,668.87,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,59.275,661.946,668.87,14,make it more comprehensive,Yes,everything,Passive,7,no,
2025-07-28 11:21:03,2025-07-28 12:13:48,IP Address,90.243.219.213,100,3164,True,2025-07-28 12:13:49,R_8wtLM6evgyFS2pT,,,,,52.1972,-0.8873,anonymous,EN,I agree and I want to participate,672bec1d7fd5de6ac0c72173,Desktop,Other,English,18 to 24,Male,Bachelor's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",7,7,1,1,5,6,1,Multiple times a day,10,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,0,0,725.467,0,0,0,1279.285,0,7,5,4,6,2,7,4,5,7,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.055,77.055,80.589,1,1,3,1,4,1,7,"The article is shallow and has no intrigue or flow to it, it is just like points written down. It makes bold statements like the Ukranian leader does not want meaningful negotiations without anything after to back it. It feels directed and biased.",4,1,7,2,1,1,Yes,The statements though bold have little follow through to back them up.,8.626,117.218,119.802,11,Yes,No,No,No,Yes,Yes,Yes,No,8.626,117.217,119.801,11,The tool is quite impressive and intellectually involving to talk to. I would suggest that it be able to detect propaganda from the user and any unproven facts so it points them out and refrains from debating on them further.,Yes,There is a gap between the decisions leaders make and the knowledge available to the public. It helped me gain perspective on certain matters.,Passive,8,,
2025-07-28 12:14:54,2025-07-28 13:04:01,IP Address,41.120.0.46,100,2947,True,2025-07-28 13:04:02,R_8GPmGpZY8IMRVA1,,,,,-30.1797,29.8786,anonymous,EN,I agree and I want to participate,60740ef98a46b9cf7ac0fb30,Desktop,Other,English,25 to 44,Female,Bachelor's degree,South Africa,"Clerical Support Workers – office and admin tasks (e.g. receptionist, data entry clerk, office assistant)","Yes, I will",5,4,5,4,5,4,6,Once a day,11,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,3.509,574.816,576.844,16,68.534,1516.762,1517.796,7,7,7,4,7,7,7,4,5,4,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.089,44.72,117.342,2,7,1,7,7,7,7,"My reading of the article was deliberate than spontaneous, I found myself clearly checking each paragraph trying to understand the author.",4,5,4,6,6,6,No,"The article leans towards being propangastic in nature ",38.37,178.624,179.84,20,Yes,No,Yes,Yes,Yes,Yes,Yes,No,38.37,178.625,179.84,20,none,Yes,,Passive,8,,
2025-07-28 13:46:34,2025-07-28 14:12:38,IP Address,90.221.160.248,100,1564,True,2025-07-28 14:12:39,R_8im0NQrYClLiDXu,,,,,52.0618,1.156,anonymous,EN,I agree and I want to participate,60d0709ffc9b494cf65a266c,Desktop,Other,English,18 to 24,Male,"Some college/university, no degree",United Kingdom,"Craft & Related Trades Workers – hands-on skilled trades (e.g. carpenter, plumber, electrician)","Yes, I will",5,5,3,4,4,4,3,Several times a week,8,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,0,0,102.32,0,0,0,319.978,0,5,3,6,6,6,4,1,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,0,0,85.82,0,3,2,3,4,4,2,That article felt a much easier read than the other one.,2,3,3,3,4,4,,,40.999,54.26,57.254,10,No,No,No,No,No,No,No,No,40.999,54.26,57.254,10,unsure,No,didnt change anything,Detractor,5,no,
2025-07-28 14:14:22,2025-07-28 14:15:58,IP Address,2.102.123.78,100,95,True,2025-07-28 14:15:59,R_8fV3YNOqGIklMxX,,,,,53.4606,-2.2572,anonymous,EN,I agree and I want to participate,6140c3a90a6dd68626f82791,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29 15:18:32,2025-07-29 15:55:24,IP Address,92.40.175.155,100,2211,True,2025-07-29 15:55:24,R_8oMiKD7tJrQElR7,,,,,51.4892,0.0439,anonymous,EN,I agree and I want to participate,6741b07b38b4333ee7068124,Desktop,Other,English,25 to 44,Female,Master's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",4,4,4,4,4,3,3,Several times a week,10,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,0,0,19.737,0,0,0,1519.275,0,7,7,6,7,4,7,1,6,1,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.095,0,7,7,7,3,7,7,"It was deliberate because I took time to read the article and ponder and apply it reality in my head. and i realised it is not far from the truth. For instance reading the diversion of funds meant for security, made me realise why german as a nation is having security issues",2,7,1,7,7,7,No,"None is propagandistic. ",11.977,99.23,124.619,11,No,No,No,No,No,No,No,No,11.977,99.23,124.619,11,Nothing,Yes,All,Promoter,10,None,
2025-07-29 15:56:25,2025-07-29 15:57:23,IP Address,99.248.124.73,100,58,True,2025-07-29 15:57:24,R_1wjJrslY9Ul6mk1,,,,,43.8839,-78.8774,anonymous,EN,I agree and I want to participate,67aea126e50855c7029e0647,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29 15:59:21,2025-07-29 16:02:08,IP Address,105.245.124.43,100,166,True,2025-07-29 16:02:08,R_21X1B0nOAm8CfUR,,,,,-25.757,28.1443,anonymous,EN,I agree and I want to participate,6777f1d7ac25a7e6b0efc90d,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29 16:02:28,2025-07-29 16:03:31,IP Address,105.245.124.43,100,62,True,2025-07-29 16:03:31,R_85xWyAztKrAhT5D,,,,,-25.757,28.1443,anonymous,EN,I agree and I want to participate,6777f1d7ac25a7e6b0efc90d,Desktop,Politics,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29 16:03:50,2025-07-29 16:46:32,IP Address,105.245.124.43,100,2562,True,2025-07-29 16:46:32,R_8dpgskb5U9K67hQ,,,,,-25.757,28.1443,anonymous,EN,I agree and I want to participate,6777f1d7ac25a7e6b0efc90d,Desktop,Other,English,65 and over,Female,Doctorate degree,South Africa,,"Yes, I will",3,3,2,4,6,4,2,Once a day,9,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,8.152,375.4,507.032,10,283.834,677.652,679.588,4,5,3,4,3,3,2,1,6,1,7,4,5,,,,,,,,,,,,,,,,,,,,,14.516,275.867,280.744,4,7,2,1,2,7,3,"the article was wrote with lots of thoughts and understanding and it stated each and every facts about the situation ",1,7,1,7,6,7,No,didnt find anything misleading about the article,16.051,209.306,217.884,12,Yes,No,No,No,Yes,Yes,No,No,16.051,209.307,217.884,12,the tools needs to be improved on voice detection,Yes,i liked the tool a lot because it presented itself and acted as a human being,Passive,8,needs improvement with voice,
2025-07-29 16:47:24,2025-07-29 17:53:37,IP Address,185.72.184.5,100,3973,True,2025-07-29 17:53:37,R_2q8yZ48STClnkEU,,,,,51.0959,17.0261,anonymous,EN,I agree and I want to participate,5fb1e0765b6df1739e8c5bd2,Desktop,Other,English,18 to 24,Male,"Some college/university, no degree",Poland,"Craft & Related Trades Workers – hands-on skilled trades (e.g. carpenter, plumber, electrician)","Yes, I will",1,1,5,7,5,2,2,Several times a week,8,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,0,0,242.505,0,1812.384,1812.384,2743.258,1,5,1,3,7,5,2,3,2,7,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,75.06,0,3,6,5,1,2,3,"I was tired from waiting for the AI bot to respond for a long while, and I'm quite familiar with the situation in Ukraine, so I didnt quite feel like there was much of any deliberate thinking or analysis on the subject here on my end
",6,4,5,4,2,5,Yes,"The article starts off with a very bold statement against Zelensky, and features a similarly aggressive title. The article only shares one perspective, and brings nothing from the side of Ukraine, bashing its current leader",1.164,191.37,192.918,10,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1.165,191.37,192.918,10,"At one point the tool stopped responding, simply claiming it was analyzing my response, I think I waited at least 15 minutes before moving on",No,"It helped focus on oversights I had, and it helped move the conversation along",Detractor,0,"Response times were very troublesome. I also should bring up, I selected ""male"" on the demographic questionnaire, and I am, I am however trans, and my voice is still very high, which might help explain the possible confusion",
2025-07-29 17:54:33,2025-07-29 18:32:01,IP Address,90.210.13.246,100,2248,True,2025-07-29 18:32:01,R_2bI9ttxyXz8hx1y,,,,,52.6152,-1.6655,anonymous,EN,I agree and I want to participate,63469953c04a8b540b5749d2,Desktop,Other,English,18 to 24,Male,Bachelor's degree,,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",5,5,3,3,5,4,4,Several times a week,1,"social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.98,83.194,106.025,8,1421.688,1455.149,1455.666,3,6,4,6,5,5,5,5,4,6,4,3,6,4.657,4.657,11.079,1,2,3,4,3,3,6,"My thoughts were more deliberate because the article felt pretty biased, so I was paying extra attention to how things were worded. Some parts felt emotionally loaded, so I didn’t just skim it.",5,4,7,4,3,6,Yes,"The language used in the article clearly favors one side and frames the other in a negative light. It doesn't offer a balanced view or multiple perspectives, which made it feel like it was pushing a certain narrative rather than just reporting facts.",2.179,79.545,81.808,22,Yes,No,Yes,Yes,No,Yes,Yes,No,2.179,79.545,81.808,22,Make the AI less wordy and more direct,Yes,Breaking down specific passages and showing where manipulation or framing is happening. It helped connect the dots and made the bias easier to spot,Passive,8,The tool was actually pretty helpful. It made me notice how certain phrases or quotes can shape the way a story is told. I liked seeing the breakdown of which parts could be considered propaganda,
2025-07-29 18:33:37,2025-07-29 18:35:06,IP Address,92.40.197.191,100,88,True,2025-07-29 18:35:07,R_81gDbxAt6UdZP6R,,,,,50.8976,-1.4004,anonymous,EN,I agree and I want to participate,612eb27ffda153fd8792e92d,Mobile,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29 18:40:47,2025-07-29 19:15:10,IP Address,24.156.170.130,100,2062,True,2025-07-29 19:15:11,R_7stNFg2faepsmik,,,,,43.5752,-79.6296,anonymous,EN,I agree and I want to participate,669bea454c1e89496d925394,Desktop,Other,English,25 to 44,Male,"Some college/university, no degree",Canada,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",6,5,6,5,5,6,7,Several times a week,1,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.779,210.101,222.299,2,66.474,1488.398,1489.366,8,7,6,4,6,3,4,6,6,7,6,6,7,14.724,21.647,35.235,2,6,6,3,5,6,5,"Seemed like Russian propaganda, reaching for discourse where it doesn't really exist. Russia attacked first and is trying to de-stabilize.",7,6,6,6,5,7,Yes,Ukraine playing games is a stupid thing to say considering they were not the aggressor. If anything Russia is playing stupid games because they can't finish off a lesser oppornent. SAD>=.,2.123,82.892,83.618,17,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2.123,82.892,83.618,17,none,Yes,dont know,Detractor,5,,
2025-07-29 19:16:53,2025-07-29 19:39:51,IP Address,148.252.20.152,100,1377,True,2025-07-29 19:39:51,R_2zZscJT4ZKBI7ey,,,,,53.9839,-2.7796,anonymous,EN,I agree and I want to participate,65c4ffdbbc3723eaece5a937,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",6,6,2,6,6,6,3,Multiple times a day,8,"traditional media (e.g. newspapers, TV news channels),online news websites",,,,,,,,,,,,,,,,,,,,,,274.225,288.572,345.559,2,0,0,306.47,0,7,7,5,6,6,1,3,2,6,2,2,4,,,,,,,,,,,,,,,,,,,,,43.062,43.062,43.429,1,3,6,3,2,1,2,"It seemed like very generic Russian propaganda that has been repeated. There's no evidence or information it's just the same basic arguments we've seen from them to delay ",5,2,7,1,1,2,Yes,"It's propagandistic in that there's no scrutiny into any of these blanket statements, they're just opinions started as fact and totally go unchallenged. ",1.077,148.541,150.189,11,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1.076,148.54,150.188,11,,No,Nothing,Detractor,0,It didn't really do anything,
2025-07-29 19:40:20,2025-07-29 20:05:43,IP Address,92.236.111.55,100,1522,True,2025-07-29 20:05:44,R_2ouSZbRhIXbCOnF,,,,,52.4167,-1.9167,anonymous,EN,I agree and I want to participate,6658b1491e88ec15902d5301,Desktop,Other,English,25 to 44,Female,Master's degree,United Kingdom,"Craft & Related Trades Workers – hands-on skilled trades (e.g. carpenter, plumber, electrician)","Yes, I will",6,6,2,2,6,4,2,Several times a week,10,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,268.772,0,0,0,210.14,0,7,2,6,7,2,2,3,6,5,7,7,7,0,0,134.843,0,7,3,6,2,2,6,"I'm aware of the negotiations anyway in the news between the US, Ukraine, and Russia. I knew what opinion I would form regardless from the article.",5,2,7,5,1,4,Yes,"It's written in view of the Russian side/their diplomat, rather than a person who is not part of the conflict.",1.622,254.512,255.605,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.622,254.512,255.606,10,Can't think of anything although the tool did cut short my speech early? Not sure whether that was on purpose.,Yes,Good to look at articles in great depth; usually with other media I am scanning/skimming due to time constraints.,Promoter,9,N/A,
2025-07-29 20:07:21,2025-07-29 20:08:16,IP Address,172.56.186.132,100,54,True,2025-07-29 20:08:16,R_1nsryzu4uRIICUF,,,,,34.195,-118.445,anonymous,EN,I agree and I want to participate,63a0d718bbed03d92665039e,Desktop,Politics,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29 20:11:02,2025-07-29 20:30:40,IP Address,73.1.105.7,100,1177,True,2025-07-29 20:30:40,R_3F49m9mBrSuSYie,,,,,26.517,-80.0841,anonymous,EN,I agree and I want to participate,5c7ead380ce9a10016fb5ebf,Desktop,Other,English,25 to 44,Male,Master's degree,United States,"Craft & Related Trades Workers – hands-on skilled trades (e.g. carpenter, plumber, electrician)","Yes, I will",5,6,4,5,6,7,4,Several times a week,11,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,1.186,1.186,59.697,1,0,0,548.362,0,6,4,5,2,5,7,4,6,4,5,6,3,,,,,,,,,,,,,,,,,,,,,46.004,46.004,46.295,1,7,4,5,5,3,6,"I felt this way because the article raised valid concerns about discrimination, but canceling all funding seemed extreme and possibly political, especially with legal cases still ongoing.",5,6,5,6,5,5,Yes,"Because addressing discrimination is important, but cutting all funding feels like an overreach. It risks punishing the whole institution instead of fixing specific problems.",1.113,24.699,50.833,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1.113,24.699,50.833,11,"I’d suggest making the tool more balanced by offering targeted solutions rather than broad punishments. It should focus on correcting specific issues without harming unrelated programs or students.     ",Yes," The most helpful part was the clear explanation of the government’s actions and the reasons behind them, especially the focus on discrimination and campus safety concerns.",Passive,8,no,
2025-07-29 20:31:34,2025-07-29 20:55:49,IP Address,160.3.40.58,100,1454,True,2025-07-29 20:55:49,R_3gcPpuTQU0QR8HO,,,,,30.3557,-89.1655,anonymous,EN,I agree and I want to participate,6542c81d37666b59c34d1b65,Desktop,Other,English,18 to 24,Male,"Some college/university, no degree",United States,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",5,5,3,2,5,5,3,Rarely,1,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,0,0,220.37,0,0,0,612.998,0,5,2,2,7,5,5,1,4,7,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,101.994,0,6,3,5,3,5,5,I felt that way because I had to focus more on keeping my attention on the article. I had to avoid spontaneous thinking so I could focus on what was in front of me.,4,2,6,5,1,5,Yes,"There was alot of opinion statements and not much data to back anything up. ",1.018,89.994,90.92,11,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1.018,89.994,90.92,11,The time for it to generate more ideas was very long. And infact it actually bugged for the final one and just kept thinking. After waiting for a few minutes and nothing new I moved on. The conversation seemed like they where stating the same thing over and over again anyway.,No,Not much honestly. It did not help me view the information in a different light at all.,Detractor,0,It bugged out at the end and was stuck thinking forever. So I was forced to move on.,
2025-07-29 20:57:24,2025-07-29 20:58:06,IP Address,99.172.73.184,100,42,True,2025-07-29 20:58:06,R_7stQzH6SAXkX6lu,,,,,25.6639,-80.4372,anonymous,EN,I agree and I want to participate,6024c18b094ac71dd93f4f5a,Desktop,Politics,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29 20:58:27,2025-07-29 21:12:59,IP Address,174.115.151.71,100,871,True,2025-07-29 21:12:59,R_1sjltXt0p16bNn0,,,,,45.4512,-75.6033,anonymous,EN,I agree and I want to participate,65076318d067065e1257a025,Desktop,Other,English,18 to 24,Female,Associate degree,Canada,"Clerical Support Workers – office and admin tasks (e.g. receptionist, data entry clerk, office assistant)","Yes, I will",3,3,5,4,4,3,3,Rarely,9,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,0,0,198.407,0,0,0,173.927,0,3,2,2,6,4,2,1,3,5,4,4,5,,,,,,,,,,,,,,,,,,,,,43.217,43.217,43.737,1,2,2,4,4,4,5,"My thoughts felt more deliberate as I tried to focus on the details, such as the Russian negotiations, and associate it with what I already know to come to an appropriate conclusion. ",1,3,4,3,3,3,Yes,"It seemed to push the narrative that Russia is simply defending itself and that Ukraine was at fault for prolonging the war. It was clear that an agenda was being pushed. ",1.15,71.804,73.642,11,Yes,No,No,Yes,Yes,No,Yes,No,1.15,71.805,73.642,11,None,Yes,It helped me pick out potentially false information,Detractor,5,No,
2025-07-29 21:20:39,2025-07-29 21:21:45,IP Address,37.228.205.98,100,65,True,2025-07-29 21:21:45,R_2kS8bVtyhmxMls7,,,,,53.2845,-6.3666,anonymous,EN,I agree and I want to participate,6697c2abd0e237bc061f44da,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29 21:21:50,2025-07-29 21:59:43,IP Address,37.228.205.98,100,2273,True,2025-07-29 21:59:44,R_8FMiyE2dh15t369,,,,,53.2845,-6.3666,anonymous,EN,I agree and I want to participate,6697c2abd0e237bc061f44da,Desktop,Other,English,25 to 44,Male,Bachelor's degree,Ireland,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",3,3,5,5,4,4,3,Multiple times a day,9,online news websites,,0,0,196.46,0,0,0,1493.16,0,3,3,3,3,4,3,2,2,7,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,88.003,0,2,2,3,3,4,6,"I have heard of this before, so I have already formed my own views of this. I consider much of what the envoy says to be a false narrative in Russia's propoganda",6,5,5,5,4,5,,,21.991,54.239,55.369,8,Yes,No,Yes,Yes,Yes,Yes,Yes,No,21.991,54.24,55.369,8,To reply better to what I said rather than constant repetition,No,Nothing much really,Detractor,1,,
2025-07-29 22:10:51,2025-07-29 23:04:55,IP Address,213.137.81.240,100,3243,True,2025-07-29 23:04:55,R_2b2hwSmVcGUCbM9,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,67503701c4ef8958767a58d9,Desktop,Other,English,18 to 24,Male,Bachelor's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",6,6,1,1,7,6,4,Several times a week,9,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,4.253,524.111,529.209,8,860.677,1083.244,1084.59,2,7,7,7,4,1,7,1,6,4,7,4,7,,,,,,,,,,,,,,,,,,,,,4.703,114.449,463.405,2,7,7,1,1,5,1,"My feeling and instict are more broading ",1,7,4,7,6,7,Yes,"Because there are some points which are not suppose to be mentioned ",0.013,175.847,177.77,15,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0.013,175.848,177.77,15,"The response can be added some colors ",Yes,"The responsiveness and the transcribing ",Promoter,10,"An interesting study ",
2025-07-29 23:07:20,2025-07-29 23:41:33,IP Address,197.185.175.200,100,2053,True,2025-07-29 23:41:34,R_2E4MbAACeHz4GMD,,,,,-26.2309,28.0583,anonymous,EN,I agree and I want to participate,6752e1980dcfbca68df8455e,Desktop,Other,English,18 to 24,Male,Bachelor's degree,South Africa,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",7,6,2,3,5,4,3,Several times a week,8,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.602,0,0,0,467.55,0,5,6,4,5,6,6,5,6,5,6,6,6,0,0,2.951,0,5,3,3,4,4,4,some of the things i read were completely news to me never heard them before,6,5,4,5,6,5,,,3.643,121.313,123.139,16,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3.642,121.312,123.138,16,its perfect,Yes,laterally everything,Promoter,10,no,
2025-07-29 23:42:42,2025-07-29 23:56:42,IP Address,74.141.235.197,100,840,True,2025-07-29 23:56:43,R_3PooT0P4qbRn834,,,,,40.144,-84.2383,anonymous,EN,I agree and I want to participate,67d2e16ee46d048c3884fba9,Desktop,Other,English,25 to 44,Male,"Some college/university, no degree",United States,"Craft & Related Trades Workers – hands-on skilled trades (e.g. carpenter, plumber, electrician)","Yes, I will",6,5,1,6,7,6,3,Rarely,1,"traditional media (e.g. newspapers, TV news channels)",,0,0,101.473,0,0,0,100.4,0,4,2,4,3,6,5,5,2,5,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,30,0,5,2,4,3,6,5,It felt boring that not being able to discuss it with the bot left me not remembering much,6,3,6,6,3,6,No,I didnt,13.601,99.413,100.2,42,No,No,No,Yes,Yes,No,No,Yes,13.6,99.413,100.201,42,None,Yes,It was clear n well written,Passive,8,None,
