StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1,prolific_id,devices,education,first_language,age,gender,education_level,country_of_residence,occupation,Q4.8,need_for_cognition_complex_problems,need_for_cognition_thinking_responsibility,need_for_cognition_thinking_not_fun,need_for_cognition_avoid_challenge,need_for_cognition_enjoy_problem_solving,need_for_cognition_prefer_intellectual_difficult,political_leaning,news_reading_frequency,news_media_trust,news_sources,thinkingmode_quickskim_slowcarefulread,thinkingmode_absorbingseveral_focusingone,thinkingmode_spontaneous_deliberate,thinkingmode_easy_automatic_significanteffort,thinkingmode_connections_rules,thinkingmode_initialimpressions_regularlyupdating,newseval_knowledgebefore,newseval_accuracy,newseval_bias,newseval_informative,newseval_believable_trust,newseval_clear_wellwritten,thinkingmode_mean,newseval_mean,post_intervention_thinkingmode_mean,post_intervention_newseval_mean,post_intervention_thinkingmode_quickskim_slowcarefulread,post_intervention_thinkingmode_absorbingseveral_focusingone,post_intervention_thinkingmode_spontaneous_deliberate,post_intervention_thinkingmode_easy_automatic_significanteffort,post_intervention_thinkingmode_connections_rules,post_intervention_why_you_felt_like_this,post_intervention_newseval_knowledgebefore,post_intervention_newseval_accuracy,post_intervention_newseval_bias,post_intervention_newseval_informative,post_intervention_newseval_believable_trust,post_intervention_newseval_clear_wellwritten,is_propaganda_general,why_propaganda,is_propaganda_1,is_propaganda_2,is_propaganda_3,is_propaganda_4,is_propaganda_5,is_propaganda_6,is_propaganda_7,is_propaganda_8,tool_improvement_suggestions,tool_awareness_propaganda,tool_most_helpful,NPS.5_NPS_GROUP,nps_score,tool_other_feedback,Q7.5,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q392_First Click,Q392_Last Click,Q392_Page Submit,Q392_Click Count,Q371_First Click,Q371_Last Click,Q371_Page Submit,Q371_Click Count,Q393_First Click,Q393_Last Click,Q393_Page Submit,Q393_Click Count,Q382_First Click,Q382_Last Click,Q382_Page Submit,Q382_Click Count,Q410_First Click,Q410_Last Click,Q410_Page Submit,Q410_Click Count,Q2_First Click.1,Q2_Last Click.1,Q2_Page Submit.1,Q2_Click Count.1,Q3_1.1,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,PROLIFIC_PID
27.07.25 20:00,27.07.25 20:59,IP Address,84.55.13.187,100,3523,TRUE,27.07.25 20:59,R_2nUi2mLbAkOu4hP,,,,,53.4809,-2.2374,anonymous,EN,I agree and I want to participate,6769489d3116183a851e8728,Desktop,Other,English,18 to 24,Female,Bachelor's degree,United Kingdom,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",7,7,1,1,7,7,1,Multiple times a day,9,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",7,1,7,1,1,7,5,6,2,7,7,6,4,5.5,2.4,3.3333333333333335,1,1,1,7,2,"Honestly my thoughts felt spontaneous because I was just reacting to what I was seeing in real time rather than planning out my response. As I read the headline about Zelensky “playing games,” my first reaction was surprise because it felt like such a loaded phrase. I didn’t stop to analyze it at first, it just made me think “that sounds one sided.” When the article mentioned his term expiring and called him a dictator, my mind jumped straight to wondering if that was accurate or just propaganda. I was also thinking about how there were no quotes or perspectives from Ukraine in there, which hit me in the moment as feeling unbalanced. None of those thoughts were planned out, they just happened as I went line by line.",6,2,6,2,1,3,Yes,"I feel like the article is trying to convince me instead of just informing me. While reading it, I’m noticing that it keeps using words that make Zelensky look bad and I’m not seeing any quotes or facts from Ukraine’s side. I’m realizing as I go through it that the focus is only on Russia’s point of view, which is making me question everything they’re saying.",Yes,No,Yes,Yes,Yes,Yes,Yes,No,I think the tool works really well overall. I liked how it broke the article down step by step and asked me questions that made me think about what I was reading instead of just skimming through it. The only thing I would improve is the lag when it is transcribing the audio because it feels like it falls a bit behind and that can interrupt the flow of answering. If that is fixed the experience would feel a lot smoother.,Yes,What I found most helpful was how the tool guided me through the article instead of just asking for a quick opinion. It pointed out parts of the text and made me think about whether they were balanced or one sided which helped me notice things I might have missed on my own. It also gave me space to explain my thoughts which made it easier to understand why I felt a certain way about what I was reading.,Promoter,10,"I do not really have any other feedback besides fixing the audio transcription lag. Everything else about the tool felt smooth and helpful, especially the way it asked questions that kept me thinking about the article in a deeper way.",,,,,,,,,,0,0,540.691,0,117.418,1357.672,1428.45,15,,,,,,,,,42.818,43.794,104.711,2,7,2.097,204.153,215.84,14,2.096,204.152,215.839,14,
27.07.25 21:33,27.07.25 22:29,IP Address,82.9.94.46,100,3386,TRUE,27.07.25 22:29,R_8uZAudhZCaFEoWl,,,,,51.4801,-3.1855,anonymous,EN,I agree and I want to participate,5ba0df3c9c31af0001ff7795,Desktop,Other,English,25 to 44,Female,Master's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",3,2,6,2,2,2,3,Once a month,10,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",1,6,6,6,6,5,1,5,2,5,5,5,5,3.8333333333333335,5.2,4,6,5,5,5,5,I had to concentrate quite hard as I'm tired. I don't know much about the Trump administration (and I don't have much interest). so  that makes my thoughts more deliberate,2,5,2,5,5,5,No,"I can't see any propaganda. It's factual and quotes from Ukrainian leaders directly. It mentions dates of proposals, which is an objective fact",No,No,No,No,No,No,No,No,it works well,No,it made me think harder about the evidence in the article,Passive,8,,,,,,,,,,,0,0,46.271,0,2678.285,2704.008,2711.197,3,,,,,,,,,0,0,108.62,0,2,6.275,68.224,69.094,13,6.276,68.224,69.094,13,
27.07.25 22:31,27.07.25 23:29,IP Address,157.254.28.211,100,3457,TRUE,27.07.25 23:29,R_8NqqKMbqxIFuqnT,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,6690630045404fe6289a1aba,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United Kingdom,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",6,7,2,2,7,6,4,Several times a week,10,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",6,5,6,6,5,7,4,5,6,6,5,6,5.833333333333333,5.333333333333333,5.4,4.166666666666667,5,5,6,6,5,"As I read the article, my thoughts felt more reflective and careful. I found myself questioning a lot of what was being said because it only presented Russia’s side of the story. For example, the claim that Zelensky is avoiding peace talks just to stay in power seemed like a strong accusation, but there wasn’t much evidence or balance. That made me slow down and think more critically about what was being left out or why it was framed that way.",4,3,6,4,3,5,Yes,"I felt the article was propagandistic because it only presented the Russian government's perspective and made strong claims about Ukraine and President Zelensky without offering any counterarguments or evidence. It seemed designed to shape how the reader views Ukraine rather than give a balanced or factual overview. The language also felt emotionally loaded, especially when accusing Zelensky of corruption or fearing elections, which made me question the intent behind the article",Yes,No,Yes,Yes,Yes,Yes,Yes,No,"I’d suggest making the tool slightly more interactive or giving brief definitions/examples of propaganda techniques during the analysis. That would help users understand not just what is propaganda, but why it is.",Yes,"What I found most helpful was how the tool broke down specific claims and encouraged me to reflect on how they were presented. It didn’t just label something as biased, it prompted me to think about it in a structured way.",Passive,8,"I appreciated how the tool encouraged reflection rather than just giving answers. Adding short definitions or examples of each propaganda technique during the interaction would make it even more educational. Overall, it’s a thoughtful and valuable resource.",,,,,,,,,,,,,,,,,,92.682,136.217,596.324,22,114.744,1006.423,1096.588,14,37.922,142.457,144.383,3,6,4.751,289.758,299.028,14,4.751,289.758,299.028,14,
28.07.25 00:44,28.07.25 01:13,IP Address,81.153.187.192,100,1761,TRUE,28.07.25 01:13,R_8ShL66YDLjPN1Jv,,,,,51.652,-0.7062,anonymous,EN,I agree and I want to participate,6706992f8333d548143af1db,Desktop,Other,English,18 to 24,Male,"Some college/university, no degree",United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",2,2,3,5,6,3,5,Never,10,"social media platforms (e.g. Facebook, Twitter, Telegram)",7,7,7,7,3,1,5,6,7,5,6,6,5.333333333333333,5.833333333333333,5.2,3.1666666666666665,6,6,5,2,7,"I'm not too sure on what the question is asking. I disagree completely with the article, I don't think Russia is looking for long term peace. They will continue to try and occupy it's neighbours.",3,2,7,3,1,3,Yes,"It doesn't take from both sides of the argument, it doesn't take into account the core reasons behind why Zelensky is doing what he's doing. Everything in the article for the most part is speculative.",Yes,No,No,Yes,Yes,No,Yes,No,"Response speed, I understand this will become better anyway via hardware upgrades,",Yes,All the articles gave opinions on one side of the argument.,Detractor,0,,,,,,,,,,,0,0,113.329,0,510.673,800.089,949.442,3,,,,,,,,,0,0,121.229,0,6,7.827,116.303,117.043,9,7.827,116.303,117.043,9,
28.07.25 01:28,28.07.25 02:11,IP Address,76.23.201.243,100,2625,TRUE,28.07.25 02:11,R_32U5nJxiGUHfT8d,,,,,42.6351,-71.3014,anonymous,EN,I agree and I want to participate,5b0b77a9d282ff00015b7531,Desktop,Other,English,18 to 24,Male,"Some college/university, no degree",United States,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",4,3,4,2,5,4,3,Several times a week,8,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",6,4,4,3,2,4,1,4,5,4,4,4,3.8333333333333335,3.6666666666666665,2.6,2.8333333333333335,4,2,4,2,1,"I suppose I just sort of processed it quick enough that I didn't feel the need to deliberate, I can't really explain why I didn't have to deliberate outside of that. I mean the article was like 3 paragraphs I can't imagine deliberating very much for it.",5,1,7,1,1,2,Yes,"Citing the fact that they're not holding an election during an active war as some sort of slight against zelensky when most countries wouldn't hold war time elections is disingenuous at best. Also RT is a russian state sponsored news source, clearly propaganda.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Make it a little more personable/intentional I suppose, it felt like we were speaking in circles and they were just paraphrasing the article in a questioning manner.",No,"More or less nothing, it was moreso just hearing it spoken that I guess helped recontextualize some of it.",Detractor,0,,,0,0,768.504,0,0,0,934.14,0,,,,,,,,,,,,,,,,,313.582,313.582,314.213,1,2,19.519,157.625,158.329,19,19.519,157.625,158.329,19,
28.07.25 03:34,28.07.25 04:09,IP Address,50.68.32.17,100,2112,TRUE,28.07.25 04:09,R_6mKJsFH8zri5zQl,,,,,49.2372,-123.037,anonymous,EN,I agree and I want to participate,5c2d3ba4731cd10001b647d7,Desktop,Other,English,25 to 44,Male,Bachelor's degree,,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",6,6,2,3,7,6,3,Once a day,10,online news websites,6,3,6,3,3,2,3,4,5,6,6,5,3.8333333333333335,4.833333333333333,3.4,4.833333333333333,3,3,3,3,5,putting thought and effort into reading and understanding the content while also having my own personal opinion in my mind,3,5,6,5,5,5,Yes,from the opinion of a russian diplomatic based around the article and quote,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,recommendations and conversation,Promoter,10,,,0,0,358.974,0,211.487,1049.479,1241.957,6,,,,,,,,,,,,,,,,,0,0,107.042,0,5,1.298,84.369,91.386,11,1.298,84.37,91.386,11,
28.07.25 04:10,28.07.25 04:48,IP Address,74.96.75.99,100,2294,TRUE,28.07.25 04:48,R_6mkpOAz6TExGkT9,,,,,38.8138,-77.1487,anonymous,EN,I agree and I want to participate,5d7fd2a5987f70001602d95b,Desktop,Other,English,45 to 64,Female,Bachelor's degree,United States,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",4,4,4,4,7,4,4,Once a week,9,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",7,4,4,4,1,4,4,6,4,7,6,7,4,5.666666666666667,4.6,4.166666666666667,7,7,1,4,4,"As I was reading the article, partly I felt my thoughts were spontaneous as I absorbed the information and read it from beginning to end. Partly my thoughts felt deliberate because of what I understand the situation to be which the article is speaking of. For instance, my mind felt spontaneous as I was reading about Ukraine not wanting to negotiate and continue with war and going with the flow on understanding and absorbing this information however I felt deliberate mentally as I'm not sure if that makes sense as Ukraine may not want to keep being in conflict with Russia. ",6,2,7,2,2,6,Yes,It doesn't make sense to me that Ukraine would want to continue war with Russia rather than negotiate a possibility to end it. ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"I think the tool is great, the only possible improvement is for it to hopefully process audio feedback with more efficacy as my last audio response yielded a very long thinking response which felt laboriouos or as if a response back would not yield. However, given the entire context, it's a great tool very effective at understanding and presenting information! ",Yes,"The tool offered great information and context. The breadth and depth of responses were impressive and intelligent, citing great points and details or information. ",Promoter,10,The tool was nice to work with! I enjoyed it! ,,,,,,,,,,0,0,244.409,0,0,0,981.147,0,,,,,,,,,0,0,72.507,0,6,1.093,85.169,106.931,10,1.093,85.168,106.93,10,
28.07.25 04:51,28.07.25 05:10,IP Address,67.68.55.79,100,1157,TRUE,28.07.25 05:10,R_5P63qKbOMLnTpOV,,,,,42.9979,-81.2602,anonymous,EN,I agree and I want to participate,67ca1c34f0da9d3943a87fcc,Desktop,Other,English,18 to 24,Male,Bachelor's degree,Canada,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",5,4,6,4,5,4,6,Once a month,11,"social media platforms (e.g. Facebook, Twitter, Telegram)",6,7,6,7,7,6,6,5,6,6,6,6,6.5,5.833333333333333,4.6,5.5,6,4,4,4,5,It was about the russian and ukranian war which should be real issues other than political moves,5,5,6,5,6,6,No,because they are real issues felt in the ground,No,Yes,Yes,Yes,Yes,No,No,No,for now its a cool one i did not experience any problems,No,the way it informs about the current issues in the current world,Passive,8,"it was fun
",,0,0,46.452,0,0,0,539.084,0,,,,,,,,,,,,,,,,,0,0,28.339,0,5,3.636,86.572,90.606,12,3.635,86.571,90.714,12,
28.07.25 05:37,28.07.25 06:30,IP Address,142.165.171.233,100,3170,TRUE,28.07.25 06:30,R_61cQkMpJPMVj5AD,,,,,52.1562,-106.6914,anonymous,EN,I agree and I want to participate,6650e7ed4228b3625176fe7f,Desktop,Other,English,25 to 44,Male,Master's degree,Canada,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",6,7,2,2,6,6,6,Once a day,7,"social media platforms (e.g. Facebook, Twitter, Telegram)",6,6,6,6,6,4,3,4,5,5,5,5,5.666666666666667,4.5,2.8,4,3,2,3,2,4,"The gist of the article was fairly plain, and the details were known to me - or at least the presentation fo the details. Being quite one sided, this also made it faster and easier to read. Not necessairly accurate, but easier.",6,3,7,2,2,4,Yes,"Its one sided and quite negative - not always obviously so - but the bent is pretty clear. What positive is there here about Ukraine? Nothing. Not even neutral, but negative.",Yes,No,Yes,Yes,Yes,Yes,Yes,No,I don't know that I got anything out of interacting with the Ai. It was long winded and something of a sycophant. Unpleasant to use really.,No,The simple fact of discussing the article is helpful I guess.,Detractor,0,None.,,,,,,,,,,0,0,214.413,0,0,0,2479.214,0,,,,,,,,,0,0,36.317,0,3,0.974,66.182,70.65,10,0.974,66.182,70.65,10,
28.07.25 06:33,28.07.25 07:11,IP Address,173.189.114.2,100,2288,TRUE,28.07.25 07:11,R_1tFCzu8tJEAZQc9,,,,,35.8684,-80.315,anonymous,EN,I agree and I want to participate,67849e9a334eaf1d8e0de077,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United States,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",4,5,1,1,6,4,1,Several times a week,7,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",6,3,6,7,2,4,3,2,7,2,2,3,4.666666666666667,3.1666666666666665,3.2,3,5,5,1,1,4,"I paused after most quotes from the Russian diplomat to think through what he was arguing and whether it aligned with what I know about the conflict, the key figures, and the motivations underlying Russia's invasion of Ukraine. For example, when he argued that Ukraine wants to prolong the war, I recalled watching videos of Zelensky risking his own life to help defend Ukraine early in the conflict. I doubt that a leader who is so badly scared of public perception that he wants to avoid an election would be willing to carry a gun out into an active conflict to stroke his own ego. ",5,1,5,1,1,5,Yes,"While I don't think the article itself is necessarily propagandistic, given that it appears to primarily quote direct sources and accurate report events that have occurred, it does a poor job of providing any fact-checking or further explanation that would clarify whether the sources cited should be given any weight. ",Yes,No,Yes,Yes,Yes,Yes,Yes,No,"I think the voice element of the tool could be really helpful for some users, but some of the pronunciations were a bit strange. For example, when she said the word ""connection"" it sounded like ""conniption."" ",No,"The tool seemed to primarily integrate outside information when discussing the article to contextualize the events discussed. However, I have no way of knowing whether that outside information was accurate or not.",Detractor,3,"When I clicked the button to record my response, the audio of her previous reply would also begin playing. I had to manually pause it before speaking each time, so she didn't just record herself talking. ",,0,0,277.532,0,0,0,913.911,0,,,,,,,,,,,,,,,,,0,0,84.782,0,6,1.043,164.442,165.684,23,1.043,164.442,165.684,23,
28.07.25 08:11,28.07.25 09:24,IP Address,113.20.53.94,100,4371,TRUE,28.07.25 09:24,R_6DJs0yOXUoIxHb3,,,,,39.0814,-77.6443,anonymous,EN,I agree and I want to participate,67f0295c710e9e26b0684d22,Desktop,Other,English,18 to 24,Female,Bachelor's degree,United States,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",3,5,6,7,3,3,5,Once a week,11,"online news websites,news apps",7,7,6,6,2,2,1,5,5,1,7,2,5,3.5,1.8,3.6666666666666665,2,1,1,1,4,It was an easy read because it has been written in a simple third person style and i am familiar with the topic,5,1,7,2,1,6,Yes,Because the president of Ukraine has been pushing for peace talks and aid from america from the longest time to ensure the war ends as soon as possible.Zelensky has been delayed by the unwillingness of the west to partner with him because of their personal political interests,Yes,Yes,Yes,Yes,Yes,No,Yes,No,none ,No,im sorry i had to go with my knowledge and didnt find any tool helpful.maybe i missed the point of this whole experiment?,Detractor,1,no,,,,,,,,,,,,,,,,,,18.636,820.083,845.574,6,254.687,256.269,1427.864,2,0,0,77.157,0,2,1.327,183.479,184.537,14,1.326,183.478,184.537,14,
28.07.25 11:21,28.07.25 12:13,IP Address,90.243.219.213,100,3164,TRUE,28.07.25 12:13,R_8wtLM6evgyFS2pT,,,,,52.1972,-0.8873,anonymous,EN,I agree and I want to participate,672bec1d7fd5de6ac0c72173,Desktop,Other,English,18 to 24,Male,Bachelor's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",7,7,1,1,5,6,1,Multiple times a day,10,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",7,5,4,6,2,7,4,5,7,6,6,6,5.166666666666667,5.666666666666667,3.2,2.6666666666666665,3,1,4,1,7,"The article is shallow and has no intrigue or flow to it, it is just like points written down. It makes bold statements like the Ukranian leader does not want meaningful negotiations without anything after to back it. It feels directed and biased.",4,1,7,2,1,1,Yes,The statements though bold have little follow through to back them up.,Yes,No,No,No,Yes,Yes,Yes,No,The tool is quite impressive and intellectually involving to talk to. I would suggest that it be able to detect propaganda from the user and any unproven facts so it points them out and refrains from debating on them further.,Yes,There is a gap between the decisions leaders make and the knowledge available to the public. It helped me gain perspective on certain matters.,Passive,8,,,0,0,725.467,0,0,0,1279.285,0,,,,,,,,,,,,,,,,,77.055,77.055,80.589,1,1,8.626,117.218,119.802,11,8.626,117.217,119.801,11,
28.07.25 12:14,28.07.25 13:04,IP Address,41.120.0.46,100,2947,TRUE,28.07.25 13:04,R_8GPmGpZY8IMRVA1,,,,,-30.1797,29.8786,anonymous,EN,I agree and I want to participate,60740ef98a46b9cf7ac0fb30,Desktop,Other,English,25 to 44,Female,Bachelor's degree,South Africa,"Clerical Support Workers – office and admin tasks (e.g. receptionist, data entry clerk, office assistant)","Yes, I will",5,4,5,4,5,4,6,Once a day,11,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",7,7,4,7,7,7,4,5,4,7,7,7,6.5,5.666666666666667,5.8,5.166666666666667,1,7,7,7,7,"My reading of the article was deliberate than spontaneous, I found myself clearly checking each paragraph trying to understand the author.",4,5,4,6,6,6,No,The article leans towards being propangastic in nature ,Yes,No,Yes,Yes,Yes,Yes,Yes,No,none,Yes,,Passive,8,,,3.509,574.816,576.844,16,68.534,1516.762,1517.796,7,,,,,,,,,,,,,,,,,20.089,44.72,117.342,2,7,38.37,178.624,179.84,20,38.37,178.625,179.84,20,
29.07.25 15:18,29.07.25 15:55,IP Address,92.40.175.155,100,2211,TRUE,29.07.25 15:55,R_8oMiKD7tJrQElR7,,,,,51.4892,0.0439,anonymous,EN,I agree and I want to participate,6741b07b38b4333ee7068124,Desktop,Other,English,25 to 44,Female,Master's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",4,4,4,4,4,3,3,Several times a week,10,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",7,7,6,7,4,7,1,6,1,7,7,7,6.333333333333333,4.833333333333333,6.2,5.166666666666667,7,7,3,7,7,"It was deliberate because I took time to read the article and ponder and apply it reality in my head. and i realised it is not far from the truth. For instance reading the diversion of funds meant for security, made me realise why german as a nation is having security issues",2,7,1,7,7,7,No,None is propagandistic. ,No,No,No,No,No,No,No,No,Nothing,Yes,All,Promoter,10,,,0,0,19.737,0,0,0,1519.275,0,,,,,,,,,,,,,,,,,0,0,12.095,0,7,11.977,99.23,124.619,11,11.977,99.23,124.619,11,
29.07.25 16:03,29.07.25 16:46,IP Address,105.245.124.43,100,2562,TRUE,29.07.25 16:46,R_8dpgskb5U9K67hQ,,,,,-25.757,28.1443,anonymous,EN,I agree and I want to participate,6777f1d7ac25a7e6b0efc90d,Desktop,Other,English,65 and over,Female,Doctorate degree,South Africa,,"Yes, I will",3,3,2,4,6,4,2,Once a day,9,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",5,3,4,3,3,2,1,6,1,7,4,5,3.3333333333333335,4,3,4.833333333333333,2,1,2,7,3,the article was wrote with lots of thoughts and understanding and it stated each and every facts about the situation ,1,7,1,7,6,7,No,didnt find anything misleading about the article,Yes,No,No,No,Yes,Yes,No,No,the tools needs to be improved on voice detection,Yes,i liked the tool a lot because it presented itself and acted as a human being,Passive,8,needs improvement with voice,,,,,,,,,,8.152,375.4,507.032,10,283.834,677.652,679.588,4,,,,,,,,,14.516,275.867,280.744,4,7,16.051,209.306,217.884,12,16.051,209.307,217.884,12,
29.07.25 17:54,29.07.25 18:32,IP Address,90.210.13.246,100,2248,TRUE,29.07.25 18:32,R_2bI9ttxyXz8hx1y,,,,,52.6152,-1.6655,anonymous,EN,I agree and I want to participate,63469953c04a8b540b5749d2,Desktop,Other,English,18 to 24,Male,Bachelor's degree,,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",5,5,3,3,5,4,4,Several times a week,1,"social media platforms (e.g. Facebook, Twitter, Telegram),news apps",6,4,6,5,5,5,5,4,6,4,3,6,5.166666666666667,4.666666666666667,3.8,4.833333333333333,3,4,3,3,6,"My thoughts were more deliberate because the article felt pretty biased, so I was paying extra attention to how things were worded. Some parts felt emotionally loaded, so I didn’t just skim it.",5,4,7,4,3,6,Yes,"The language used in the article clearly favors one side and frames the other in a negative light. It doesn't offer a balanced view or multiple perspectives, which made it feel like it was pushing a certain narrative rather than just reporting facts.",Yes,No,Yes,Yes,No,Yes,Yes,No,Make the AI less wordy and more direct,Yes,Breaking down specific passages and showing where manipulation or framing is happening. It helped connect the dots and made the bias easier to spot,Passive,8,The tool was actually pretty helpful. It made me notice how certain phrases or quotes can shape the way a story is told. I liked seeing the breakdown of which parts could be considered propaganda,,,,,,,,,,,,,,,,,,48.98,83.194,106.025,8,1421.688,1455.149,1455.666,3,4.657,4.657,11.079,1,2,2.179,79.545,81.808,22,2.179,79.545,81.808,22,
29.07.25 18:40,29.07.25 19:15,IP Address,24.156.170.130,100,2062,TRUE,29.07.25 19:15,R_7stNFg2faepsmik,,,,,43.5752,-79.6296,anonymous,EN,I agree and I want to participate,669bea454c1e89496d925394,Desktop,Other,English,25 to 44,Male,"Some college/university, no degree",Canada,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",6,5,6,5,5,6,7,Several times a week,1,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",7,6,4,6,3,4,6,6,7,6,6,7,5,6.333333333333333,5,6.166666666666667,6,3,5,6,5,"Seemed like Russian propaganda, reaching for discourse where it doesn't really exist. Russia attacked first and is trying to de-stabilize.",7,6,6,6,5,7,Yes,Ukraine playing games is a stupid thing to say considering they were not the aggressor. If anything Russia is playing stupid games because they can't finish off a lesser oppornent. SAD>=.,Yes,Yes,Yes,No,Yes,Yes,Yes,No,none,Yes,dont know,Detractor,5,,,,,,,,,,,,,,,,,,,5.779,210.101,222.299,2,66.474,1488.398,1489.366,8,14.724,21.647,35.235,2,6,2.123,82.892,83.618,17,2.123,82.892,83.618,17,
29.07.25 19:40,29.07.25 20:05,IP Address,92.236.111.55,100,1522,TRUE,29.07.25 20:05,R_2ouSZbRhIXbCOnF,,,,,52.4167,-1.9167,anonymous,EN,I agree and I want to participate,6658b1491e88ec15902d5301,Desktop,Other,English,25 to 44,Female,Master's degree,United Kingdom,"Craft & Related Trades Workers – hands-on skilled trades (e.g. carpenter, plumber, electrician)","Yes, I will",6,6,2,2,6,4,2,Several times a week,10,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",7,2,6,7,2,2,3,6,5,7,7,7,4.333333333333333,5.833333333333333,3.8,4,3,6,2,2,6,"I'm aware of the negotiations anyway in the news between the US, Ukraine, and Russia. I knew what opinion I would form regardless from the article.",5,2,7,5,1,4,Yes,"It's written in view of the Russian side/their diplomat, rather than a person who is not part of the conflict.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Can't think of anything although the tool did cut short my speech early? Not sure whether that was on purpose.,Yes,Good to look at articles in great depth; usually with other media I am scanning/skimming due to time constraints.,Promoter,9,,,,,,,,,,,,,,,,,,,0,0,268.772,0,0,0,210.14,0,0,0,134.843,0,7,1.622,254.512,255.605,10,1.622,254.512,255.606,10,
